S.No.,State,District,Organization Name,Email,Address,Phone No.,Schemes Enrolled,Authorized Person
380, Tamil Nadu ,Thiruvallur											,Asha School for the Mentally Retarded Children A unit of Asha Trust,ashamrschool@gmail.com,"
												No.34, Vallal Pari Street, RajajipuramNear Tiruvallur Railway station, Tiruvallur - 602001   
											", 8428523524 ,"
												Vikaas																																			",D SARAVANA
"
																								",,,,,,,,
 Page 38 of 55 ( 542 records ) ,,,,,,,,
381, Tamil Nadu ,Chennai											,Downs Syndrome Federation Of India,info@downsyndrome.in,"
												11/6 Justice Sundaram Road Luz Mylapore Chennai 600004, Behind Nageshwar Rao Park, Chennai - 600004   
											", 9840060817 ,"
																																															",Dr. Surekha Ramachandran
382, Tamil Nadu ,Tiruchirappalli											,THE SPASTICS SOCIETY OF TIRUCHIRAPALLI,spasticsocietyoftiruchirapalli@gmail.com,"
												5, REVIVAL NAGAR RAMALINGA NAGAR SOUTH EXTENSIONVAYALUR ROAD, TIRUCHIRAPALLI - 620017   
											", 9345230582 ,"
																																															",SHANTHAKUMAR C
383, Tamil Nadu ,Kanchipuram											,Aadhuraa Special School Run By  Aathichudy Trust,aadhuraa@gmail.com,"
												41, Murugammal Nagar, Velingapattarai, OrikkaiOpp Patel Saw Mill, kanchipuram - 631502   
											", 9444318518 ,"
																																															",Ravishankar.G
384, Tamil Nadu ,Chennai											,The Spastics Society Of Tamilnadu SPASTN,thespasticssocietyoftamilnadu@gmail.com,"
												CSIR Road, CSIR Road TaramaniBefore Ascendas IT Park, Chennai - 600113   
											", 8754877598 ,"
																								 												Niramaya											",Mrs L V Jayashree
385, Tripura ,West Tripura											,Voluntary Health Association Of Tripura,vha_tripura@rediffmail.com,"
												Opposite to Bangladesh Assistant High Commissioner Office, Circuit House AreaP.O. Kunjaban, Agartala, Tripura West - 799006   
											", 9436129317 ,"
												Badhte Kadam																																			",Dr.Sreelekha  Ray
386, Tripura ,West Tripura											,Abhoy Mission,abhoymission@rediffmail.com,"
												121112, Ramnagar Road No.1P.O. Ramnagar, Agartala, West Tripura - 799002   
											", 9436123069 ,"
												Gharaunda																																			",Shyamal Deb
387, Uttarakhand ,Dehradun											,Latika Roy Memorial Foundation Society,rizwan@latikaroy.org,"
												113, Vasant ViharPhase 1, Dehradun - 248006   
											", 9412962832 ,"
																																															",Rizwan Ali
388, Uttarakhand ,Almora											,Mangal Deep Vidya Mandir,mangaldeep29@rediffmail.com,"
												405, Krishna Mohini DhamKhatiyari, Almora - 263601   
											", 9719078741 ,"
																																															",Miss. Manorama Joshi
389, Uttarakhand ,Udam Singh Nagar											,ANMOL FOUNDATION,anmolfoundationksp@gmail.com,"
												D 11 BLOCK - E, RAMPURAM COLONY BAZPUR ROAD KASHIPURCHAITI CHORAHA KASHIPUR, KASHIPUR - 244713   
											", 9027108984 ,"
																																															",MEENAKSHI DEVI CHAUHAN
390, Uttarakhand ,Dehradun											,Raphael Ryder Cheshire International Centre,raphaelcentre@gmail.com,"
												Raphael, PO Box-157, Mohini Road End,Trans Rispana Nadi, Dehradun, Uttarakhand - 248001   
											", 9897297027 ,"
												Vikaas,Gharaunda																																			",Mrs Priyo Lall
"
																								",,,,,,,,
 Page 39 of 55 ( 542 records ) ,,,,,,,,
391, Uttarakhand ,Nainital											,Srajan Spastic Society,srajanspasticsociety@gmail.com,"
												opp kapilashrami dharmsala, pilikothibehind ENT hospital, haldwani - 263139   
											", 9411163157 ,"
																																															",N K KANDPAL
392, Uttarakhand ,Haridwar											,ABHIPRERNA FOUNDATION,abhiprernafoundation@gmail.com,"
												C-62, Shivalik Nagar, B.H.E.L., Haridwar, ABHIPRERNA FOUNDATIONC-62, Shivalik nagar, BHEL, HARIDWAR - 249403   
											", 9319041049 ,"
																																															",Dr. Deepesh Chandra Prasad
393, Uttar Pradesh ,Ghaziabad											,BHAGIRATH SEWA SANSTHAN,bssksiat@yahoo.com,"
												R-10/144, RAJ NAGARNEAR RAMLEELA GROUND SEC-10, GHAZIABAD - 201002   
											", 9810006150 ,"
												Vikaas																																			",AMITABH SUKUL
394, Uttar Pradesh ,Muzaffarnagar											,ASHADEEP DHARMARTH SEWA SAMITI,ashadeepdharmarth@rediffmail.com,"
												Ashadeep Training institute for Mentally Challenged Children, Jansath RoadVishnu Vihar, Muzaffarnagar - 251001   
											", 8439928554 ,"
																																															",VED PRAKASH SINGHAL
395, Uttar Pradesh ,Azamgarh											,Gyanodaya Samekit Sansthan,gyanodayup@gmail.com,"
												Village- Jagdishpur, Phoolpur2 Km. from Phoolpur Railway Station, Azamgarh - 276304   
											", 9839076462 ,"
																																															",Basdev
396, Uttar Pradesh ,Ghazipur											,YADUVANSHI JANTA SHIKSHAN SANSTHAN,yaduvanshijss09@rediffmail.com,"
												135, JAHURABADHAZIPUR BARESAR, GHAZIPUR - 233222   
											", 9918454611 ,"
												Vikaas,Badhte Kadam																																			",PARAS NATH YADAV
397, Uttar Pradesh ,Allahabad											,Rotary Sponsored Crippled And Youth Welfare Society,jimars11@gmail.com,"
												1, Jawahar Lal Nehru RoadOpp. Bhardwaj Ashram, Allahabad - 211002   
											", 7388601555 ,"
																																															",Dr. Bhasker Banerji
398, Uttar Pradesh ,Amethi(Chatrapati Sahuji Maharaj)											,Gramin Pragati Sansthan,pragatigps@gmail.com,"
												Village Paliaya Pashchim Post Rajkheta (Jagdishpur), Ameethi, Amethi - 227809   
											", 9473555982 ,"
												Gharaunda												 												Niramaya											",Ram Prakash Gupta
399, Uttar Pradesh ,Ballia											,SAMAJIK UTTHAN SAMITI,susamiti.krishna@gmail.com,"
												254, Poorab tolaPoorab tola, Ballia - 277501   
											", 9628385300 ,"
																																															",Krishna shankar
400, Uttar Pradesh ,Etawah											,UJALA FOUNDATION,ujalaetw@gmail.com,"
												Village and Post- Basrehar District- Etawah  U.P., Village and Post- Basrehar District- Etawah  U.P.Etawah to Farrukhabad Road, Etawah - 206253   
											", 7037750303 ,"
																																															",VARUN
"
																								",,,,,,,,
 Page 40 of 55 ( 542 records ) ,,,,,,,,
401, Uttar Pradesh ,Shahjahanpur											,Saraswati Gyan Mandir Shiksha Samiti,sgmashok@gmail.com,"
												Hathaura Bujurg, P.O.Roza RSShahjahanpur, Shahjahanpur - 242306   
											", 9415528984 ,"
												Vikaas																																			",Ashok Kumar yadav
402, Uttar Pradesh ,Bahraich											,Baba Sunder Singh Shiksha Samiti,brhbalmeet@gmail.com,"
												175, Kanoongopura SouthNear Police Chauki, BAHRAICH - 271801   
											", 9450427218 ,"
																																															",Dr Balmeet Kaur
403, Uttar Pradesh ,Lucknow											,I Support Foundation,bobby.m.ramani@gmail.com,"
												546, Akansha,, Eldeco Udyan 2,Near Delhi Public School,, Lucknow - 226025   
											", 9889121939 ,"
												Sahyogi,Vikaas,Disha,Badhte Kadam																																			",Ms Bobby Moti Ramani
404, Uttar Pradesh ,Allahabad											,Trishla Foundation,jjain999@gmail.com,"
												182c/350a, tagore townin front of colonelganj inter college, Prayagraj - 211002   
											", 9415235159 ,"
																																															",Dr Jitendra Kumar Jain
405, Uttar Pradesh ,Sultanpur											,Rural Informative  Social Harmony Academy,1998risha@gmail.com,"
												Village  Post - Bhain, BhainBlock Dubeypur, Sultanpur - 227808   
											", 9936361463 ,"
												Badhte Kadam,Disha,Gharaunda																																			",Risha Kumari Verma
406, Uttar Pradesh ,Basti											,Sanchit Vikas Sansthan,npsvsbasti@gmail.com,"
												HasanapurP.O.Bargadwa, Basti - 272190   
											", 9415930242 ,"
												Badhte Kadam,Disha,Samarth,Gharaunda,Sahyogi,Vikaas												 												Niramaya											",Pramod Kumar
407, Uttar Pradesh ,Rae Bareli											,SHUBHASHEESH SHIKSHA EVAM VIKAS SEWA SANSTHAN,shubhasheeshsansthan@yahoo.com,"
												E-27, INDUSTRIAL AREA, SITE NO-2,AMAWAN ROAD, RaeBareli - 229001   
											", 9415190420 ,"
												Vikaas,Samarth												 												Niramaya											",Sri Dinesh Kumar Srivastava
408, Uttar Pradesh ,Mathura											,KALYANAM KAROTI,kalyanamkarotimathura@gmail.com,"
												Kalyan Dhama, Saraswati KundMasani Delhi Link Road, Mathura - 281003   
											", 9412280508 ,"
																								 												Niramaya											",Sunil Kumar Sharma
409, Uttar Pradesh ,Varanasi											,DR RAM MURTI PRASAD MISHRA GITA FOUNDATION,gurujyoti01@gmail.com,"
												B 38/55-23A, Sheel Nagar ColonyMahmoorganj, Varanasi - 221010   
											", 6393032960 ,"
																																															",RAM MURTI PRASAD MISHRA
410, Uttar Pradesh ,Lucknow											,JEEVAN JYOTI SAMAJ SEWA SANSTHAN,jeevanjyoti.sss@gmail.com,"
												D-3/560, RUCHIKHAND-ISHARDA NAGAR, LUCKNOW - 226002   
											", 9450653634 ,"
												Badhte Kadam,Vikaas,Disha												 												Niramaya											",SUKHMI LAL
"
																								",,,,,,,,
 Page 41 of 55 ( 542 records ) ,,,,,,,,
411, Uttar Pradesh ,Agra											,INTEGRATED INSTITUTE OF REHABILIATION FOR THE DISABLED (VIKLANG SAMEKIT PUNRWAS SANSTHAN),iirdagra@yahoo.com,"
												376, jangjeet nagar, rajpur chungi, shamshabad roadashray mand budhi sansthan, agra - 282001   
											", 9058596091 ,"
												Samarth,Vikaas,Disha												 												Niramaya											",YAKS JOSEPH
412, Uttar Pradesh ,Amethi(Chatrapati Sahuji Maharaj)											,Adarsh Sewa Samiti,adarshsewasamiti1989@gmail.com,"
												VILLAGE PALIYA PASHCHIM POST RAJKHETAJAGDISHPUR, AMETHI - 227809   
											", 9415964400 ,"
																																															",Karuna Shankar Tripathi
413, Uttar Pradesh ,Gorakhpur											,LAXMISARVA  VIKLANG SEWA SAMIT,mkp.vksss@gmail.com,"
												18, Markadi Pidahni Gola GorakhpurBadhalganj Varanasi Road Gorakhpur, Gorakhpur - 273402   
											", 9918116017 ,"
																																															",DEVRAJ SINGH
414, Uttar Pradesh ,Ballia											,RAJ KISHORI DEVI SHIKSHAN PRASHIKSHAN SEWA SANSTHAN,rajk.up101@gmail.com,"
												01, BABHNAULINAWADA GET, BALLIA - 277121   
											", 9415659882 ,"
																																															",ANJANI KUMAR UPADHYAY
415, Uttar Pradesh ,Kanpur Nagar											,Amrita Charitable Trust,centrehead@amritassc.org,"
												117/K/100, A-2 sarvodaya nagarSarvodaya Nagar, Kanpur - 208005   
											", 7380673555 ,"
																																															",Dr. Rashmi Kapoor
416, Uttar Pradesh ,Sant Kabeer Nagar											,Swami Vivekanand Shiksha and Samaj Kalyan Samiti,kksvssks@rediffmail.com,"
												Brahmchari , Mehdawal ,, Brahmchari, MENHDAWALMehdawal , Sant Kabir Nagar, MENHDAWAL - 272271   
											", 9450559813 ,"
												Badhte Kadam,Gharaunda,Vikaas,Disha																																			",Keshav Kumar Srivastava
417, Uttar Pradesh ,Allahabad											,Jan Chetna Sansthan,jcsinstitute@gmail.com,"
												60M/44,5A, Nawab Yusuf RoadCivil Lines, Allahabad - 211001   
											", 9415306680 ,"
												Samarth,Vikaas																																			",K N Mishra
418, Uttar Pradesh ,Basti											,Shiksht Yuva Sewa Samiti,syssbasti@gmail.com,"
												388 (Old) / 527, Pandey BazarMEHDAWAL ROAD, Basti. - 272002   
											", 9415092114 ,"
												Sahyogi																																			",Gopal Krishna Agarwal
419, Uttar Pradesh ,Ambedkar Nagar											,Lok Jagriti Sansthan,ljsambedkernager@gmail.com,"
												Village - Pahuti , Post - Saya, Veersingpur pahunti margNear Sarvdev Shakti Peeth Pahunti, Ambedkar Nagar - 224152   
											", 9792945817 ,"
												Sahyogi,Vikaas																																			",Arti Tripathi
420, Uttar Pradesh ,Jalaun											,Shri Sharda Persad Dhrmarth Sewa Sansthan,Sidhushivhare@gmail.com,"
												H.N- 2261, New Patel Nagar OraiJaloun Road Orai, Orai - 285001   
											", 9415169570 ,"
																																															",Sidhu shivhare
"
																								",,,,,,,,
 Page 42 of 55 ( 542 records ) ,,,,,,,,
421, Uttar Pradesh ,Baghpat											,CHAUDHARY DHARMATH SAMITI,ccsime.jabid@gmail.com,"
												179, CHHAPRAULI ROADVETENEORY HOSPITAL, BARAUT - 250611   
											", 9917669000 ,"
																																															",ASHOK KUMAR
422, Uttar Pradesh ,Lucknow											,School for Potential Advancement and Restoration of Confidence SPARC India,sparcindia95@gmail.com,"
												26, Gurudaya Niwas, Sachiwalaya ColonyMousambagh , Sitapur Road, Lucknow - 226020   
											", 9839171676 ,"
												Vikaas,Disha																																			",AMITABH MEHROTRA
423, Uttar Pradesh ,Azamgarh											,KAILASHI MAHILA VIKAS SAMITI,kailashi2013@gmail.com,"
												85, VILL- DHYANIPUR, POST- LOHARA, DIST- AZAMGARHNEAR INDIA MARKA HAND PUMP, ATRULIYA - 223223   
											", 9452418699 ,"
												Badhte Kadam,Disha,Vikaas,Sahyogi,Gharaunda,Samarth																																			",SUNITA DEVI
424, Uttar Pradesh ,Varanasi											,Nai Subah,nipvns@gmail.com,"
												Nai Subah, Vaishno Nagar Colony,Kanchanpur, DLW, Varanasi - 221004   
											", 9415302922 ,"
												Badhte Kadam,Disha,Vikaas,Sahyogi												 												Niramaya											",Dr. Ajay Tiwari
425, Uttar Pradesh ,Jaunpur											,Srijan Sanstha,srijansanstha@yahoo.com,"
												2, KAILASH CHOWKVILL- SUNGULPUR, POST- HARBASPUR, JAUNPUR - 222001   
											", 9140072486 ,"
																																															",Dr. Sanjay Kumar Mishra
426, Uttar Pradesh ,Varanasi											,JAN VIKAS SAMITI,mail@janvikassamiti.org,"
												Jan Vikas Samiti, At+PO-Murdaha, Dist-VaranasiVARANASI, UTTAR PRADESH, INDIA - 221003   
											", 9534040402 ,"
																																															",Chandran Riymonds
427, Uttar Pradesh ,Varanasi											,Deva International Society for Child Care,tulsi_discc_cv@hotmail.com,"
												B 21/ 100 Bind Bhavan, Kamachha ChungiNear Sheesh Mahal Colony, Kamachha, Varanasi - 221010   
											", 9415303557 ,"
												Badhte Kadam,Vikaas,Disha																																			",Dr. C. Tulsi Das
428, Uttar Pradesh ,Bareilly											,POOJA SEWA SANSTHAN,designviews540554@yahoo.com,"
												H.No.1, Malik Sahab Ki Kothi,, 1,Malik Sahib ki Kothi, Rajiv Kunj, Behind Police StationIzatnagar, IVRI Road,, Izatnagar, IVRI Road - 243122   
											", 9568181368 ,"
																																															",Pushp Pal Singh
429, Uttar Pradesh ,Agra											,Handicapped Development Council,tears_agra@yahoo.co.uk,"
												phase1, ShastripuramSikandra, Agra - 282007   
											", 9412330530 ,"
																								 												Niramaya											",rita agarwal
430, Uttar Pradesh ,Kanpur Nagar											,Subhash Children Society,kamalkantscs@gmail.com,"
												19, Rajeev Vihar Naubasta Kanpur NagarLaxmi Vidya Mandir, Kanpur Nagar - 208023   
											", 9935309431 ,"
																																															",Kamal Kant Tiwari
"
																								",,,,,,,,
 Page 43 of 55 ( 542 records ) ,,,,,,,,
431, Uttar Pradesh ,Meerut											,Meerut Children Welfare Trust,disha.mcwt@gmail.com,"
												F 41, Shashtri Nagar, Meerut - 250001   
											", 9412662907 ,"
																																															",Col R.C. Sharma
432, Uttar Pradesh ,Gautam Buddha Nagar											,Ponty Chadha Foundation,mbcn_vandana@yahoo.co.in,"
												A-12,Sec 132, EXPRESSWAY NOIDANEXT TO GENESIS GLOBAL SCHOOL, NOIDA - 201301   
											", 9711000832 ,"
																																															",DR.VANDANA SHARMA
433, Uttar Pradesh ,Kanpur Nagar											,The Spastics Centre,sckanpur@gmail.com,"
												16/99-A, Bal BhawanPhool Bagh, Kanpur - 208001   
											", 9454138650 ,"
																								 												Niramaya											",Meera Noronha
434, Uttar Pradesh ,Amroha 											,RAJ SOCIAL WELFARE SOCIETY,rriyazuddin82@gmail.com,"
												163, VILL MALIKHERA URF SHEHWAZPUR POST AMROHAMASJID MILAK, AMROHA - 244221   
											", 9412824911 ,"
												Disha,Badhte Kadam,Sahyogi																																			",RIYAZUDDIN
435, Uttar Pradesh ,Fatehpur											,SHRI RAM AASARE SINGH GRAM VIKAS SHIKSHA SAMITI  sanchalit  MA GANGADEVI DIVYANG SEWA SANSTHAN,mgdssanthan@gmail.com,"
												1412K, VIJAY NAGAR KHAGAHANDPIPE, KHAGA - 212655   
											", 9889628881 ,"
												Vikaas												 												Niramaya											",DEV NARAYAN SINGH
436, Uttar Pradesh ,Mau											,MANAV UTTHAN SAMITI,manavutthan_samiti@yahoo.co.in,"
												04, BASTIKHIRIYA, MAU NATH BHANJAN - 275103   
											", 9452134628 ,"
												Disha,Samarth,Vikaas,Badhte Kadam												 												Niramaya											",NANHOO CHAUHAN
437, Uttar Pradesh ,Siddharthnagar 											,Divyang Kalyan Seva Sansthan,maheshkumarpaswansdr@gmail.com,"
												42, Village Senduri, Post Udayraj GanjVikas Khand Naugarh Tehsil, Shohratgarh, Distt. Sidharth Nagar - 272204   
											", 9453643944 ,"
												Samarth																																			",Arjun Kumar
438, Uttar Pradesh ,Barabanki											,GRAMODAYA VIKAS SANSTHAN,gramodayaup@gmail.com,"
												43, FATEHGANJ POST SARAI RAWAT HAIDAR GARH BARABANKI ROADGARAMODAYA, HAIDARGARH - 225124   
											", 9415072812 ,"
												Vikaas,Badhte Kadam,Disha																																			",DP YADAV
439, Uttar Pradesh ,Amroha 											,Navada Gramudhyog Vikas Samiti,ngvs2008@gmail.com,"
												57, Mohalla BaglaNavada Gramudhyog Vikas Samiti, Amroha - 244221   
											", 9412144548 ,"
												Vikaas																																			",Mr. Viqar Mehdi Naqvi
440, Uttar Pradesh ,Lalitpur											,NARAYAN SHAIKSHIK EVAM PUNRVAS SAMITI,mauryasunil1985@gmail.com,"
												259, AjadpuraNear Guru Nanak Dharamsala, LALITPUR - 284403   
											", 9450071705 ,"
																																															",SHRI SUJEET KUMAR MAURYA
"
																								",,,,,,,,
 Page 44 of 55 ( 542 records ) ,,,,,,,,
441, Uttar Pradesh ,Budaun											,PRABHAT GRAMODYOG SEWA SANSTHAN,prabhat.gramodhyog@gmail.com,"
												BUDH VIHAR BUDAUNNEAR BULLET AGENCY USAWAN ROAD BUDAUN, BUDAUN - 243601   
											", 9411087087 ,"
																																															",DHARAMVEER SINGH
442, Uttar Pradesh ,Mirzapur											,Maa Baliraji Sewa Sanstha,maabaliraji@gmail.com,"
												Naraina, Hargarh Bazar JignaMirzapur, Mirzapur - 231313   
											", 9918388887 ,"
																																															",Pawan kumar singh
443, Uttar Pradesh ,Mathura											,DR SMT MAHADEVI EDUCATIONAL WELFARE AND SHODH SANSTHAN,dr.mahadevirehabilitation@gmail.com,"
												2880 / 20 A, NH-19101 KM Stone, Kosi Kalan - 281403   
											", 7906279040 ,"
																																															",Dr. Suresh Chand Arya
444, Uttar Pradesh ,Gonda											,Gautam Buddh Shikshan Sansthan,gbss_bbn@rediffmail.com,"
												205, Mudhadeeha (Lorik Nagar)Post Parsa Tiwari, District Gonda - 271313   
											", 9792121484 ,"
												Vikaas,Sahyogi,Disha												 												Niramaya											",SHUBHAWATI DEVI
445, Uttar Pradesh ,Kanpur Nagar											,PUSHPA KHANNA MEMORIAL CENTRE A UNIT OF KANPUR EDUCATION SOCIETY,pkmcdisha@gmail.com,"
												3A/161 AZAD NAGAR, NEAR DR TILAK CHAURAHA, KANPUR - 208002   
											", 7311133337 ,"
																																															",VINA SABHARWAL
446, Uttar Pradesh ,Auraiya											,Rajeshwari seva sansthan,rssup.india@gmail.com,"
												Kukarkat , PO Umrain, Bidhuna to Kishanee, Auraiya - 206252   
											", 8543835266 ,"
												Badhte Kadam,Vikaas,Disha,Gharaunda																																			",Satyavir Singh
447, Uttar Pradesh ,Varanasi											,PT RAJPATI PATHAK VAIDHY BALIKA SIKSHAN SANSTHA,panditrp2010@gmail.com,"
												SarvipurTari, Varanasi - 221207   
											", 9452408314 ,"
												Disha,Vikaas												 												Niramaya											",Ashish Kumar Pathak
448, Uttar Pradesh ,Ghaziabad											,Institute Of Rehabilitation,saispecialschool@rediffmail.com,"
												C-9, Shalimar GardenShalimar Garden Ext.-2, Sahibabad - 201005   
											", 9811291150 ,"
												Badhte Kadam												 												Niramaya											",Mrs. Manju Gupta
449, Uttar Pradesh ,Varanasi											,UTKARSH SEWA SANSTHA,rajuy0820@gmail.com,"
												VILLAGE DAUTPUR, POST DANGANJDISTT VARANASI, VARANASI - 221101   
											", 9838838855 ,"
																																															",RAJU YADAV
450, Uttar Pradesh ,Kanpur Nagar											,Bhawna Society For Disabled,bcpiknp@gmail.com,"
												118/553A,, KAUSHALPURI GUMTI NO.5 , KANPUR NAGARBAGGA TENT HOUSE, KANPUR NAGAR - 208012   
											", 9839212389 ,"
												Disha,Vikaas,Sahyogi,Badhte Kadam												 												Niramaya											",Narendra Kumar Pandey
"
																								",,,,,,,,
 Page 45 of 55 ( 542 records ) ,,,,,,,,
451, West Bengal ,Birbhum											,Santiniketan Ratanpally Vivekananda Adibasi Kalyan Samity,ssevaks@yahoo.com,"
												Ratanpally, Ratanpally, PO+PS - SantiniketanDist.-Birbhum, Bolpur Santiniketan,West Bengal, INDIA - 731235   
											", 9476283039 ,"
												Disha																																			",Prof.Dhiraj Ray
452, West Bengal ,Uttar Dinajpur											,ST. JOHN AMBULANCE ASSOCIATION RAIGANJ CENTRE,stjohnambulance.asha@gmail.com,"
												325/11, University RoadNear Goyalal Girls High school, Raiganj - 733134   
											", 8250570850 ,"
																																															",Shankar Mitra
453, West Bengal ,Kolkata											,"Organization for Friends, Energies & Resources",offerindia@gmail.com,"
												152, 1st Floor, B.T.RoadDunlop, Kolkata - 700108   
											", 9830062217 ,"
																																															",Dr. Kallol Ghosh
454, West Bengal ,Howrah											,Chiranabin,chiranabin@gmail.com,"
												00, Vill.- ParbakshiP.O.- Bakshi, P.S.- Joypur,, Dist.-Howrah, State- West Bengal - 711303   
											", 9733903617 ,"
																																															",Sukumar Sau
455, West Bengal ,Nadia											,KARIMPUR SOCIAL WELFARE SOCIETY,kswsnadia@yahoo.com,"
												1, No TARAK DAS ROAD PO KARIMPUR NADIA WEST BENGALBSNL TOWER Karimpur, KARIMPUR - 741152   
											", 9474482433 ,"
												Vikaas,Disha,Badhte Kadam																																			",ASHOK KUMAR SARKAR
456, West Bengal ,24 Paraganas North											,NIR IDEAL HOME FOR MENTALLY RETARDED  AND ASSOCIATED DISABILITY,nirhandicappedorg@gmail.com,"
												GP/HAROA324, HAROA ROADPILKHANA, BASIRHAT - 743425   
											", 9830881966 ,"
												Badhte Kadam												 												Niramaya											",MD ABUL KALAM AZAD
457, West Bengal ,Medinipur West											,Dantan Manav Kalyan Kendra,dmkk22@gmail.com,"
												Krishnapur, P. O-DantanNear Dantan BPHC, Dantan - 721426   
											", 7602900030 ,"
												Vikaas,Badhte Kadam,Disha																																			",Mrs Jhilik Maikap Raj
458, West Bengal ,Kolkata											,SOUTH KOLKATA PARASMONI,skparasmoni@rediffmail.com,"
												38, PURNA CHANDRA MITRA LANESWISS PARK, KOLKATA - 700033   
											", 9830411480 ,"
																								 												Niramaya											",CHAITALI GAMI
459, West Bengal ,Kolkata											,Riddhi Society For Remedial And Integrated Education,riddhisociety23@gmail.com,"
												27, Purna Mitra PlaceNear SwissPark Nursing Home, KOLKATA - 700033   
											", 9830930798 ,"
																																															",Mrs Gopa Ghosh
460, West Bengal ,24 Paraganas South											,MENTAID,mentaid.org@gmail.com,"
												17A, BROJEN MUKHERJEE ROAD, BEHALABEHIND KFR GROUND, KOLKATA - 700034   
											", 9831004412 ,"
																																															",Iona Louise Kundu
"
																								",,,,,,,,
 Page 46 of 55 ( 542 records ) ,,,,,,,,
461, West Bengal ,Kolkata											,INSTITUTE FOR THE HANDICAPPED AND BACKWARD PEOPLE,ihbpkol@gmail.com,"
												44, CHANDITALA BRANCH ROADCHARAKTALA AUTO STAND, KOLKATA - 700053   
											", 7003698107 ,"
																																															",MRS LAILY KHATUN
462, West Bengal ,Hooghly											,Uttarapara Ashraya - Parents Organization,tarund61@gmail.com,"
												56, DPJM Sarani.P.O. Bhadrakali, Dist - Hooghly., Hindmotor - 712232   
											", 9831182790 ,"
												Vikaas												 												Niramaya											",Tarun Dasgupta
463, West Bengal ,Kolkata											,REACH .SOCIETY FOR REMEDIAL EDUCATION ASSESSMENT COUNSELLING HANDICAPPED,reachkolkata83@gmail.com,"
												18/2/A/3, UDAY SANKAR SARANI, GOLF GREENBESIDE NETRA NIKETAN, KOLKATA - 700095   
											", 8961025755 ,"
																																															",DR. PURABI BOSE
464, West Bengal ,Kolkata											,Noble Mission Of South Calcutta,noble_mission@yahoo.com,"
												147, Barakhola, Krishak Pally , Mukundapur, Kolkata 700099Sankara Nethralaya, Kolkata - 700099   
											", 9830311719 ,"
																								 												Niramaya											",Lina Bardhan
465, West Bengal ,Alipurduar											,SWAPNA SOCIETY FOR DREAM OF SUCCESS,tapasbarmanpkb1985@gmail.com,"
												204, SHIL  BARI HAT31D national  highway, ALIPURDUAR - 736204   
											", 9641557756 ,"
																								 												Niramaya											",RAKHI ADHIKARY
466, West Bengal ,Bankura											,Kenduadihi Bikash Society,bikash12@rediffmail.com,"
												803, P.O. KenduadiniBehind Govinda nagar Bus stand, Bankura - 722102   
											", 9434004052 ,"
												Disha,Sahyogi,Badhte Kadam																																			",Uttam Mukherjee
467, West Bengal ,Kolkata											,Autism Society West Bengal,autismsocietywb@gmail.com,"
												22,, 22, Anjuman Ara Begum RowJogesh Chandra Law College, Kolkata - 700033   
											", 9038008536 ,"
																								 												Niramaya											",Dr Mitu De
468, West Bengal ,Purba Bardhaman											,Dr. Sailendra Nath Mukherjee Muka Badhir Vidhyalaya,snmashakiran.bdn@radiffmail.com,"
												Alisa Muza, GT Road Bye pass eastNear Alisa Bus Stand, Purba Bardhaman - 713104   
											", 9434123923 ,"
																																															",Pabitra Ganguly
469, West Bengal ,Cooch Behar											,DAKSHIN RAMCHANDRAPUR VIVEKANANDA SEVA KENDRA,drvsk_india@yahoo.co.in,"
												MITRAS, K.D.ROAD , SARADA SISHU TIRTHABYE LANE, NEAR VENOUS SQUARE CLUB, COOCHBEHAR, WEST BENGAL - 736101   
											", 8967930937 ,"
																																															",RAJA DAS
470, West Bengal ,Howrah											,VOICE OF WORLD,voiceofworld@gmail.com,"
												3, CHIDAM MUDI LANEKOLKATA, KOLKATA - 700006   
											", 9038009815 ,"
																																															",KRISHNA DEY
"
																								",,,,,,,,
 Page 47 of 55 ( 542 records ) ,,,,,,,,
471, West Bengal ,Darjeeling											,North Bengal Handicapped Rehabilitation Society,nbhrsslg@gmail.com,"
												Block    C / 27, Nivedita Market, Hospital RoadOpposite Siliguri District Hospital, Siliguri - 734001   
											", 9434716599 ,"
																																															",Chandan Kumar Ghosh
472, West Bengal ,Birbhum											,Rampurhat Spastics  Handicapped Society.,rshs.rph@gmail.com,"
												Rampurhat, Rampurhat Chandmary,Uttarpally,Ward No-13P.O. and  P.S-Rampurhat, Dist-Birbhum - 731224   
											", 9002896583 ,"
												Gharaunda,Sahyogi																																			",Nurul Islam
473, West Bengal ,Medinipur East											,Vivekananda Loksiksha Niketan,vlncontai@yahoo.in,"
												VILL. - Faridpur,, P.O. - Dakshin Dauki,P.S. Contai,, Contai - 721450   
											", 9434943246 ,"
																																															",Goutam Kumar Sasmal
474, West Bengal ,Howrah											,YUBA UNNAYAN SEBA SAMITY,shibobratamajee@gmail.com,"
												0062, TEHATTA HIGH SCHOOL, ULUBERIA - 711322   
											", 9874635477 ,"
																																															",SHIBOBRATA MAJEE
475, West Bengal ,Malda											,MALDA KRISHNAPALLY JANAJAGORAN SOCIETY,punarbasanspl.edu@gmail.com,"
												15/150/A, BAGHAJATIN PARK, MALGALBARINEAR BIDYABHARATI SISHU TIRTHA, OLD MALDA - 732142   
											", 9748257684 ,"
												Sahyogi,Disha,Vikaas												 												Niramaya											",SOUVIK CHOUDHURY
