,S.No.,State,District,Organization Name,Email,Address,Phone No.,Schemes Enrolled,Authorized Person
428,429, Uttar Pradesh ,Agra,Handicapped Development Council,tears_agra@yahoo.co.uk,"phase1, ShastripuramSikandra, Agra - 282007   ", 9412330530 , Niramaya,Rita Agarwal
429,430, Uttar Pradesh ,Kanpur Nagar,Subhash Children Society,kamalkantscs@gmail.com,"19, Rajeev Vihar Naubasta Kanpur NagarLaxmi Vidya Mandir, Kanpur Nagar - 208023   ", 9935309431 ,,Kamal Kant Tiwari
430,431, Uttar Pradesh ,Meerut,Meerut Children Welfare Trust,disha.mcwt@gmail.com,"F 41, Shashtri Nagar, Meerut - 250001   ", 9412662907 ,,Col R.C. Sharma
431,432, Uttar Pradesh ,Gautam Buddha Nagar,Ponty Chadha Foundation,mbcn_vandana@yahoo.co.in,"A-12,Sec 132, EXPRESSWAY NOIDANEXT TO GENESIS GLOBAL SCHOOL, NOIDA - 201301   ", 9711000832 ,,Dr.Vandana Sharma
432,433, Uttar Pradesh ,Kanpur Nagar,The Spastics Centre,sckanpur@gmail.com,"16/99-A, Bal BhawanPhool Bagh, Kanpur - 208001   ", 9454138650 , Niramaya,Meera Noronha
433,434, Uttar Pradesh ,Amroha ,Raj Social Welfare Society,rriyazuddin82@gmail.com,"163, VILL MALIKHERA URF SHEHWAZPUR POST AMROHAMASJID MILAK, AMROHA - 244221   ", 9412824911 ,"Disha,Badhte Kadam,Sahyogi",Riyazuddin
434,435, Uttar Pradesh ,Fatehpur,Shri Ram Aasare Singh Gram Vikas Shiksha Samiti Sanchalit Ma Gangadevi Divyang Sewa Sansthan,mgdssanthan@gmail.com,"1412K, VIJAY NAGAR KHAGAHANDPIPE, KHAGA - 212655   ", 9889628881 ,Vikaas Niramaya,Dev Narayan Singh
435,436, Uttar Pradesh ,Mau,Manav Utthan Samiti,manavutthan_samiti@yahoo.co.in,"04, BASTIKHIRIYA, MAU NATH BHANJAN - 275103   ", 9452134628 ,"Disha,Samarth,Vikaas,Badhte Kadam Niramaya",Nanhoo Chauhan
436,437, Uttar Pradesh ,Siddharthnagar ,Divyang Kalyan Seva Sansthan,maheshkumarpaswansdr@gmail.com,"42, Village Senduri, Post Udayraj GanjVikas Khand Naugarh Tehsil, Shohratgarh, Distt. Sidharth Nagar - 272204   ", 9453643944 ,Samarth,Arjun Kumar
437,438, Uttar Pradesh ,Barabanki,Gramodaya Vikas Sansthan,gramodayaup@gmail.com,"43, FATEHGANJ POST SARAI RAWAT HAIDAR GARH BARABANKI ROADGARAMODAYA, HAIDARGARH - 225124   ", 9415072812 ,"Vikaas,Badhte Kadam,Disha",Dp Yadav
438,439, Uttar Pradesh ,Amroha ,Navada Gramudhyog Vikas Samiti,ngvs2008@gmail.com,"57, Mohalla BaglaNavada Gramudhyog Vikas Samiti, Amroha - 244221   ", 9412144548 ,Vikaas,Mr. Viqar Mehdi Naqvi
439,440, Uttar Pradesh ,Lalitpur,Narayan Shaikshik Evam Punrvas Samiti,mauryasunil1985@gmail.com,"259, AjadpuraNear Guru Nanak Dharamsala, LALITPUR - 284403   ", 9450071705 ,,Shri Sujeet Kumar Maurya
440,441, Uttar Pradesh ,Budaun,Prabhat Gramodyog Sewa Sansthan,prabhat.gramodhyog@gmail.com,"BUDH VIHAR BUDAUNNEAR BULLET AGENCY USAWAN ROAD BUDAUN, BUDAUN - 243601   ", 9411087087 ,,Dharamveer Singh
441,442, Uttar Pradesh ,Mirzapur,Maa Baliraji Sewa Sanstha,maabaliraji@gmail.com,"Naraina, Hargarh Bazar JignaMirzapur, Mirzapur - 231313   ", 9918388887 ,,Pawan Kumar Singh
442,443, Uttar Pradesh ,Mathura,Dr Smt Mahadevi Educational Welfare and Shodh Sansthan,dr.mahadevirehabilitation@gmail.com,"2880 / 20 A, NH-19101 KM Stone, Kosi Kalan - 281403   ", 7906279040 ,,Dr. Suresh Chand Arya
443,444, Uttar Pradesh ,Gonda,Gautam Buddh Shikshan Sansthan,gbss_bbn@rediffmail.com,"205, Mudhadeeha (Lorik Nagar)Post Parsa Tiwari, District Gonda - 271313   ", 9792121484 ,"Vikaas,Sahyogi,Disha Niramaya",Shubhawati Devi
444,445, Uttar Pradesh ,Kanpur Nagar,Pushpa Khanna Memorial Centre A Unit Of Kanpur Education Society,pkmcdisha@gmail.com,"3A/161 AZAD NAGAR, NEAR DR TILAK CHAURAHA, KANPUR - 208002   ", 7311133337 ,,Vina Sabharwal
445,446, Uttar Pradesh ,Auraiya,Rajeshwari Seva Sansthan,rssup.india@gmail.com,"Kukarkat , PO Umrain, Bidhuna to Kishanee, Auraiya - 206252   ", 8543835266 ,"Badhte Kadam,Vikaas,Disha,Gharaunda",Satyavir Singh
446,447, Uttar Pradesh ,Varanasi,Pt Rajpati Pathak Vaidhy Balika Sikshan Sanstha,panditrp2010@gmail.com,"SarvipurTari, Varanasi - 221207   ", 9452408314 ,"Disha,Vikaas Niramaya",Ashish Kumar Pathak
447,448, Uttar Pradesh ,Ghaziabad,Institute Of Rehabilitation,saispecialschool@rediffmail.com,"C-9, Shalimar GardenShalimar Garden Ext.-2, Sahibabad - 201005   ", 9811291150 ,Badhte Kadam Niramaya,Mrs. Manju Gupta
448,449, Uttar Pradesh ,Varanasi,Utkarsh Sewa Sanstha,rajuy0820@gmail.com,"VILLAGE DAUTPUR, POST DANGANJDISTT VARANASI, VARANASI - 221101   ", 9838838855 ,,Raju Yadav
449,450, Uttar Pradesh ,Kanpur Nagar,Bhawna Society for Disabled,bcpiknp@gmail.com,"118/553A,, KAUSHALPURI GUMTI NO.5 , KANPUR NAGARBAGGA TENT HOUSE, KANPUR NAGAR - 208012   ", 9839212389 ,"Disha,Vikaas,Sahyogi,Badhte Kadam Niramaya",Narendra Kumar Pandey
450,451, West Bengal ,Birbhum,Santiniketan Ratanpally Vivekananda Adibasi Kalyan Samity,ssevaks@yahoo.com,"Ratanpally, Ratanpally, PO+PS - SantiniketanDist.-Birbhum, Bolpur Santiniketan,West Bengal, INDIA - 731235   ", 9476283039 ,Disha,Prof.Dhiraj Ray
451,452, West Bengal ,Uttar Dinajpur,St. John Ambulance Association Raiganj Centre,stjohnambulance.asha@gmail.com,"325/11, University RoadNear Goyalal Girls High school, Raiganj - 733134   ", 8250570850 ,,Shankar Mitra
452,453, West Bengal ,Kolkata,"Organization for Friends, Energies & Resources",offerindia@gmail.com,"152, 1st Floor, B.T.RoadDunlop, Kolkata - 700108   ", 9830062217 ,,Dr. Kallol Ghosh
453,454, West Bengal ,Howrah,Chiranabin,chiranabin@gmail.com,"00, Vill.- ParbakshiP.O.- Bakshi, P.S.- Joypur,, Dist.-Howrah, State- West Bengal - 711303   ", 9733903617 ,,Sukumar Sau
454,455, West Bengal ,Nadia,Karimpur Social Welfare Society,kswsnadia@yahoo.com,"1, No TARAK DAS ROAD PO KARIMPUR NADIA WEST BENGALBSNL TOWER Karimpur, KARIMPUR - 741152   ", 9474482433 ,"Vikaas,Disha,Badhte Kadam",Ashok Kumar Sarkar
455,456, West Bengal ,24 Paraganas North,Nir Ideal Home for Mentally Retarded and Associated Disability,nirhandicappedorg@gmail.com,"GP/HAROA324, HAROA ROADPILKHANA, BASIRHAT - 743425   ", 9830881966 ,Badhte Kadam Niramaya,Md Abul Kalam Azad
456,457, West Bengal ,Medinipur West,Dantan Manav Kalyan Kendra,dmkk22@gmail.com,"Krishnapur, P. O-DantanNear Dantan BPHC, Dantan - 721426   ", 7602900030 ,"Vikaas,Badhte Kadam,Disha",Mrs Jhilik Maikap Raj
457,458, West Bengal ,Kolkata,South Kolkata Parasmoni,skparasmoni@rediffmail.com,"38, PURNA CHANDRA MITRA LANESWISS PARK, KOLKATA - 700033   ", 9830411480 , Niramaya,Chaitali Gami
458,459, West Bengal ,Kolkata,Riddhi Society for Remedial and Integrated Education,riddhisociety23@gmail.com,"27, Purna Mitra PlaceNear SwissPark Nursing Home, KOLKATA - 700033   ", 9830930798 ,,Mrs Gopa Ghosh
459,460, West Bengal ,24 Paraganas South,Mentaid,mentaid.org@gmail.com,"17A, BROJEN MUKHERJEE ROAD, BEHALABEHIND KFR GROUND, KOLKATA - 700034   ", 9831004412 ,,Iona Louise Kundu
460,461, West Bengal ,Kolkata,Institute for the Handicapped and Backward People,ihbpkol@gmail.com,"44, CHANDITALA BRANCH ROADCHARAKTALA AUTO STAND, KOLKATA - 700053   ", 7003698107 ,,Mrs Laily Khatun
461,462, West Bengal ,Hooghly,Uttarapara Ashraya - Parents Organization,tarund61@gmail.com,"56, DPJM Sarani.P.O. Bhadrakali, Dist - Hooghly., Hindmotor - 712232   ", 9831182790 ,Vikaas Niramaya,Tarun Dasgupta
462,463, West Bengal ,Kolkata,Reach .Society for Remedial Education Assessment Counselling Handicapped,reachkolkata83@gmail.com,"18/2/A/3, UDAY SANKAR SARANI, GOLF GREENBESIDE NETRA NIKETAN, KOLKATA - 700095   ", 8961025755 ,,Dr. Purabi Bose
463,464, West Bengal ,Kolkata,Noble Mission Of South Calcutta,noble_mission@yahoo.com,"147, Barakhola, Krishak Pally , Mukundapur, Kolkata 700099Sankara Nethralaya, Kolkata - 700099   ", 9830311719 , Niramaya,Lina Bardhan
464,465, West Bengal ,Alipurduar,Swapna Society for Dream Of Success,tapasbarmanpkb1985@gmail.com,"204, SHIL  BARI HAT31D national  highway, ALIPURDUAR - 736204   ", 9641557756 , Niramaya,Rakhi Adhikary
465,466, West Bengal ,Bankura,Kenduadihi Bikash Society,bikash12@rediffmail.com,"803, P.O. KenduadiniBehind Govinda nagar Bus stand, Bankura - 722102   ", 9434004052 ,"Disha,Sahyogi,Badhte Kadam",Uttam Mukherjee
466,467, West Bengal ,Kolkata,Autism Society West Bengal,autismsocietywb@gmail.com,"22,, 22, Anjuman Ara Begum RowJogesh Chandra Law College, Kolkata - 700033   ", 9038008536 , Niramaya,Dr Mitu De
467,468, West Bengal ,Purba Bardhaman,Dr. Sailendra Nath Mukherjee Muka Badhir Vidhyalaya,snmashakiran.bdn@radiffmail.com,"Alisa Muza, GT Road Bye pass eastNear Alisa Bus Stand, Purba Bardhaman - 713104   ", 9434123923 ,,Pabitra Ganguly
468,469, West Bengal ,Cooch Behar,Dakshin Ramchandrapur Vivekananda Seva Kendra,drvsk_india@yahoo.co.in,"MITRAS, K.D.ROAD , SARADA SISHU TIRTHABYE LANE, NEAR VENOUS SQUARE CLUB, COOCHBEHAR, WEST BENGAL - 736101   ", 8967930937 ,,Raja Das
469,470, West Bengal ,Howrah,Voice Of World,voiceofworld@gmail.com,"3, CHIDAM MUDI LANEKOLKATA, KOLKATA - 700006   ", 9038009815 ,,Krishna Dey
470,471, West Bengal ,Darjeeling,North Bengal Handicapped Rehabilitation Society,nbhrsslg@gmail.com,"Block    C / 27, Nivedita Market, Hospital RoadOpposite Siliguri District Hospital, Siliguri - 734001   ", 9434716599 ,,Chandan Kumar Ghosh
471,472, West Bengal ,Birbhum,Rampurhat Spastics Handicapped Society.,rshs.rph@gmail.com,"Rampurhat, Rampurhat Chandmary,Uttarpally,Ward No-13P.O. and  P.S-Rampurhat, Dist-Birbhum - 731224   ", 9002896583 ,"Gharaunda,Sahyogi",Nurul Islam
472,473, West Bengal ,Medinipur East,Vivekananda Loksiksha Niketan,vlncontai@yahoo.in,"VILL. - Faridpur,, P.O. - Dakshin Dauki,P.S. Contai,, Contai - 721450   ", 9434943246 ,,Goutam Kumar Sasmal
473,474, West Bengal ,Howrah,Yuba Unnayan Seba Samity,shibobratamajee@gmail.com,"0062, TEHATTA HIGH SCHOOL, ULUBERIA - 711322   ", 9874635477 ,,Shibobrata Majee
474,475, West Bengal ,Malda,Malda Krishnapally Janajagoran Society,punarbasanspl.edu@gmail.com,"15/150/A, BAGHAJATIN PARK, MALGALBARINEAR BIDYABHARATI SISHU TIRTHA, OLD MALDA - 732142   ", 9748257684 ,"Sahyogi,Disha,Vikaas Niramaya",Souvik Choudhury
475,476, West Bengal ,Hooghly,Chinsurah Sense Society,bratati.cy@gmail.com,"92958, SILBAGANSATYAPIRTALA, Chinsurah - 712101   ", 9830832150 ,,Bratati Choudhury
476,477, West Bengal ,24 Paraganas South,Pirkhali Pathikrit,pirkhalipathikrit@gmail.com,"007, Village-ChandipurPost-Kundarali, PS-Baruipur - 743610   ", 8777752221 ,,Madhusudan Mandal
477,478, West Bengal ,Murshidabad,Jhanjha Unnayan Samity,jhanjhaunnyansamity@gmail.com,"n 0174, BERHAMPORE AMTALA ROADCHOA RAGHUNATH CLUB, HARIHARPARA - 742166   ", 9002796228 ,"Sahyogi,Vikaas,Badhte Kadam,Disha",Madan Sarkar
478,479, West Bengal ,Darjeeling,North Bengal Council for the Disabled,nbcd1990@gmail.com,"833/A/40/107, Ramkrishna Road By-laneNBCD Building, Ashrampara, Siliguri - 734001   ", 9002770072 ,,Dr. Gangotri Chakraborty
479,480, West Bengal ,Medinipur East,Pratibandhi Sahayak Samity,psspanskura@gmail.com,"H69, At  P.O  PanskuraNear Pwd Ground, Purba Medinipur - 721139   ", 9800010027 ,"Vikaas,Disha,Samarth",Mahendra Maiti
480,481, West Bengal ,Purba Bardhaman,Society for Mental Health Care,smhcin@yahoo.co.in,"713, Village  P.O. Khajurdihi Via KatwaDistrict-Bardhaman, KATWA - 713150   ", 9434743404 ,,Subrata Sinha
481,482, West Bengal ,Hooghly,Partner Hooghly,partnerhooghly93@gmail.com,"541/189, KEOTA GHOSH PARA (SOUTH), SAHAGANJNEAR SHYAMSUNDARPUR PRIMARY SCHOOL, CHINSURAH - 712104   ", 8910359426 ,,Mr. Subhransu Ghosh
482,483, West Bengal ,Kolkata,Manovikas Kendra Rehabilitation & Research Institute for the Handicapped,mvkendra1974@gmail.com,"482, Madudah, Plot 1-24Sector - J, Eastern Metropolitan Bypass, Kolkata - 700107   ", 9830721428 ,,Dr Sharada Fatehpuria
483,484, West Bengal ,Malda,Haiderpur Shelter Of Malda,haiderpurshelterofmalda@rediffmail.com,"273/A, MAHESHMATI WESTBEHIND BIKRAM CLUB, MALDA - 732101   ", 9434154314 , Niramaya,Manmay Mukherjee
484,485, West Bengal ,Hooghly,Banga Society Of Backward Classes Scs Sts and Minorities,bsbcindia@gmail.com,"130, BANDEL STATION ROADNEAR BANSTALA MORE, HOOGHLY-CHINSURAH - 712103   ", 9163544513 ,,Ram Krit Yadav
485,486, West Bengal ,Kolkata,Indian Institute Of Cerebral Palsy,mail@iicpindia.org,"P-35/1, Taratolla RoadKolkata, Kolkata - 700088   ", 9831057152 ,Disha,Ms. Sonali Nandi
486,487, West Bengal ,Cooch Behar,Sathmile Rehabilitetion Centre for Disabled,satmilercfordisabled@gmail.com,"MATHABHANGA ROAD, VILL-BHOGDABRI KESHRIBARI P.O.ELAJANERKUTHI IBHOG DABRIKESHRIBARI, INDIA - 736157   ", 9002800603 ,,"Sunil Ch.Eshore,Biswanath Barman,"
487,488, West Bengal ,Alipurduar,Birpara Welfare Organization,birparawelfare@gmail.com,"00, Birpara S C ColonyCircus Ground Birpara, Birpara - 735204   ", 9832351275 ,,Shri Indrajit Dey
488,489, West Bengal ,Kolkata,Behala Bodhayan,behalabodhayan@yahoo.co.in,"48/3, Sarsuna Main RoadSarsuna,, Kolkata - 700061   ", 9339751472 ,,Smt. Rikta Ghosh
489,490, West Bengal ,Kolkata,Calcutta Centre Mahavir Seva Sadan,mahavirsevasadan20@rediffmail.com,"20, Ekbalpur LaneKolkata, Kolkata - 700023   ", 9051302105 , Niramaya,Shri R S Singhi
490,491, West Bengal ,Kolkata,Bodhayan,bodhayan.parents.association@gmail.com,"1/1W, JODHPUR PARKKOLKATA, KOLKATA - 700068   ", 9874583920 ,,Anuradha Pal Choudhury
491,492, West Bengal ,24 Paraganas South,Arogya Sandhan Charitable Trust,arogyasandhan@gmail.com,"2, 2,R.K.SARANI, EASTERN PARKSANTOSHPUR, KOLKATA - 700075   ", 9331031650 ,,Niranjan Biswas
492,493, West Bengal ,Jalpaiguri,Jalpaiguri Welfare Organization,sanjoyjwo@gmail.com,"345/202, Club RoadPo  Distt. Jalpaiguri, West Bengal - 735101   ", 9434138069 , Niramaya,Sanjoy Chakraborty
493,494, West Bengal ,Nadia,Kalyani Life Institute,kalyanilifeinstitute@gmail.com,"B-3/88, KalyaniKalyani, Kalyani - 741235   ", 9830017416 ,"Vikaas,Disha,Badhte Kadam,Sahyogi Niramaya",Siddhartha Sankar Mukhopadhyay
494,495, West Bengal ,Paschim Bardhaman,Asansol Anandam,asansolanandam1992@gmail.com,"B.C. Roy Road, Dr. B.C. Roy RoadKalyanpur Housing, Asansol, Asansol - 713305   ", 7908458007 , Niramaya,Somenath Banerjee
495,496, West Bengal ,Kolkata,Bikashayan,BIKASHAYAN@GMAIL.COM,"140/6, SOUTH SINTHEE ROADNEAR-JEVANDEEP MEDICINE SHOP, KOLKATA - 700050   ", 9830354249 ,,Somnath Munshi
496,497, West Bengal ,Murshidabad,Bharatpur Conija Handicap School,BCHS2008.9@GMAIL.COM,"7568, ANCHALPARANEAR ALLAHABAD BANK, BHARATPUR - 742301   ", 9775373851 ,,Nur Nobi
497,498, West Bengal ,24 Paraganas South,Purba Dwaraka Pur Moon Star Sangha,pdpmss.sundarban@gmail.com,"nil, shreekhanda  Ramkrishna Nagar  P O   Panchpota   GariaAaguyan Sangha Club, Kolkata - 700152   ", 8926367439 ,Badhte Kadam Niramaya,Bibekananda Bag
498,499, West Bengal ,24 Paraganas North,Joygram Social Welfare Society,joygramsocialwelfaresociety@gmail.com,"Nil, Joygram, ChakpatliHasnabad, Hasnabad - 743426   ", 9635606677 ,,Ariful Islam Mandal
499,500, West Bengal ,24 Paraganas North,Saltlake Drishti Centre for Learning Disability,susmitadrishti9836232858@gmail.com,"SALTLAKE CITY,SECTOR-I, CE-182, Arunachal Bhawan, KOLKATA - 700064   ", 9836232858 , Niramaya,Susmita Nag
500,501, West Bengal ,Howrah,Asha Bhavan Centre,abcindia.sukeshi@gmail.com,"Asha Bhavan Centre, Vill. - KathilaPost. - Banitabla,P.S. Uluberia, Uluberia - 711316   ", 9830047831 ,"Disha,Sahyogi,Badhte Kadam Niramaya",Sukeshi Barui
501,502, Delhi ,South Delhi,Tamana Association,ushavarma@tamana.ngo,"C-10/8, Vasant Vihar, New DelhiNear C block Market, New Delhi - 110057   ", 9811270236 ,,Dr.Shayama Chona
502,503, Delhi ,North West Delhi,Viklang Sahara Samiti Delhi,vssd1998@gmail.com,"G-Block, Basti Vikash KendraMangol Puri, New Delhi - 110083   ", 9717237993 ,"Badhte Kadam,Disha,Vikaas,Prerna",Bunty Solanki
503,504, Delhi ,New Delhi,Testbysushil,testing@123gmail.com,"54, testdelhi, anand vihar - 202106   ", 1234567890 ,,Testing
504,505, Delhi ,West Delhi,Udai Working Together Works,udai.march@gmail.com,"C 3/93, JanakpuriNext to Orchid Hospital, Delhi - 110058   ", 9899681972 ,,Tanu Rajput
505,506, Delhi ,South Delhi,Action for Ability Development and Inclusion (Aadi),aadi_jagruti@yahoo.com,"Plot no 2, Balbir Saxena MargHauz Khas, New Delhi - 110016   ", 9810200968 ,Sambhav Niramaya,Ms. G. Syamala
506,507, Delhi ,North West Delhi,Mothers Care Special School ...Kartikeyan Educational Society,motherscareschool2014@gmail.com,"MOTHERS CARE SPECIAL SCHOOL-  PLOT NO 66, POCKET-1, SEC. A-9, NARELAOPPOSITE CENTRAL SCHOOL, Narela, North West Delhi - 110040   ", 9212539212 ,,Sanjeep Kumar
507,508, Delhi ,East Delhi,Shristi Parents Support Group,shristithecreation@gmail.com,"C -272, Vivek Vihar,Opp Vivekanand Mahila College,, Delhi. - 110095   ", 9818409489 ,"Badhte Kadam,Sahyogi,Disha Niramaya",Dr Rajiv Nandy
508,509, Delhi ,South West Delhi,Association for Advancement and Rehabilitation Of Handicapped,aarohdelhi@gmail.com,"B-11, Vasant KunjOpp. B-X Main Gate, New Delhi - 110070   ", 9871564271 ,"Vikaas,Badhte Kadam",Asha Gupta
509,510, Delhi ,East Delhi,Manovikas Charitable Society,manovikasy2k@yahoo.com,"60A Radhey Puri Extn-1, Swami Dayanad MargJagat Puri Crossing, Delhi - 110051   ", 9911107772 ,"Samarth,Vikaas,Badhte Kadam,Disha,Vikaas,Sahyogi Niramaya",Dr. Alok Kumar Bhuwan
510,511, Delhi ,East Delhi,Jingle Bells Education Society,anju_70gupta@yahoo.co.in,"S - 438, SCHOOL BLOCK, PART-2SHAKAR PUR, DELHI - 110092   ", 9811819951 ,,Anju Gupta
511,512, Delhi ,New Delhi,Ashish Foundation for the Differently Abled Charitable Trust,sheila@ashishfoundation.co.in,"2/13, Sulahkul Vihar, Old Palam Road, KakrolaNear  Dwarka Sector - 14B, New Delhi - 110078   ", 9810986890 ,,Sheila George
512,513, Delhi ,South West Delhi,Akshya Pratisthan,akshayprati@gmail.com,"NA, Church RoadD 3 Vasant Kunj, NEW DELHI - 110070   ", 9811263744 ,Disha,Aruna Dalmia
513,514, Delhi ,South Delhi,Muskaan Parents Association for the Empowerment Of Persons With Intellectual Disability,muskaan@muskaan-paepid.org,"plot no.3,, Sector-B, Pocket-2Vasant Kunj, New Delhi - 110070   ", 9891386995 ,"Badhte Kadam,Gharaunda Niramaya",Shanti Auluck
514,515, Delhi ,East Delhi,Chandra Bhushan Singh Memorial Mahila Bal Evam Shravan Viklang Shiksha Evam Punarvas Sansthan,cbsmshi@gmail.com,"M-124 RK Vihar Plot No 29 IP Extension,, M-124, RK Vihar Plot No 29, IP Extension,(Near Hasanpur Village Bus Stand)I.P. Extension, Patparganj,, Delhi - 110092   ", 9810782542 ,,G.B. Singh
515,516, Delhi ,South West Delhi,Handicapped Childrens Parents Association,hcpaindia@yahoo.com,"PLOT NO.K, (BEHIND PLOT NO.13)INSTITUTIONAL, SECTOR-5, DWARKA, NEW DELHI - 110075   ", 9971006165 , Niramaya,K.N Singh
516,517, Delhi ,South West Delhi,Sneh Social Welfare Foundation. Holy Heart Special School,kumaratishek@gmail.com,"D 742 DDA FLAT, BINDAPURNEAR POLICE STATION, New Delhi - 110059   ", 9289879997 , Niramaya,Atishek Kumar
517,518, Delhi ,Shahdara,Bhavya Welfare Society,bhavyarehab@gmail.com,"D-24 Panchsheel Garden, Naveen ShahdaraBirds Hospital, DELHI - 110032   ", 9560996772 , Niramaya,Vibha Sharma
518,519, Delhi ,South Delhi,Shaurya Foundation Trust,ravigupta.lawyer@gmail.com,"B-104/2, WESTERN AVENUE, MAHARANI BAGHASHRAM CHOWK, NEW DELHI - 110065   ", 9810006918 ,,Mr. Ravi Gupta
519,520, Delhi ,South Delhi,Astha (Alternative Strategies for the Handicapped),aarthindia@gmail.com,"DUSIB, Basti Vikas KendraBal Mukund Khand, Giri Nagar, (near Govindpuri metro station), Giri Nagar, Kalkaji, New Delhi - 110019   ", 9811167293 ,,Radhika M Alkazi
520,521, Delhi ,South Delhi,Cheshire Homes India Delhi Unit,home.dch@gmail.com,"-, Okhla RoadOpp. Holy Family Hospital, New Delhi - 110025   ", 9910050704 ,"Gharaunda,Badhte Kadam",Ms. Mira Pradeep Singh
521,522, Delhi ,South East Delhi,Action for Autism,actionforautism@gmail.com,"Pocket - 7 and 8, Jasola ViharBehind DAV School, New Delhi - 110025   ", 9810225923 ,Badhte Kadam Niramaya,Mrs Merry Barua
522,523, Delhi ,North West Delhi,"Society for Rehabilitation and Welfare Of Differentally Abled, Delhi",pramod.sharma047@gmail.com,"121, VILLAGE- HAMID PURK M SCHOOL ROAD, DELHI - 110036   ", 9899311295 ,,Parmod Sharma
523,524, Delhi ,East Delhi,Amar Jyoti Charitable Trust,amarjyotinirmaya@gmail.com,"Karkardooma, Vikas MargDelhi, Delhi - 110092   ", 9811058000 , Niramaya,Dr. Uma Tuli
524,525, Delhi ,South Delhi,Society for the Aid Of Mentally and Developmentally Handicapped Samadhan,samadhan.dwarka@gmail.com,"Sector V, F Block, DakshinpuriDurbalnath Mandir, New Delhi - 110062   ", 7042664506 ,Disha Niramaya,Sumathi Morgan
525,526, Nagaland  ,Kohima,Jo Foundation,danieljofn@gmail.com,"354, Agri ColonyJo Foundation Inclusive School, Kohima - 797001   ", 9436000597 ,,Daniel Thong Seb
526,527, Nagaland  ,Mokokchung,Care and Support Society,careandsupportmokok@gmail.com,"158, Block - 4, Town Hall RoadNear DC Office, Sangtemla Ward, Mokokchung - 798601   ", 9436017611 ,,Imchawati Kichu
527,528, Nagaland  ,Kohima,Cherry Blossoms Society,cherryblossomssociety@gmail.com,"A 16, LERIE COLONY, LERIE CHAZOUNEAR CRPF CAMP, KOHIMA - 797001   ", 8974028113 ,,D Adani
528,529, Telangana ,Rangareddy,Manasa Special School for the Mentally Handicapped run by Manasa,manasa912014@gmail.com,"SURVEY NO.135, MOHAN NAGAR, KOTHAPET ROAD,HYDERABADBESIDES TSSPDCL OFFICE, HYDERABAD - 500035   ", 9963811996 ,,P. Vanaja
529,530, Telangana ,Medchal,Child Guidance Centre (Cgc),hallowcgc@yahoo.com,"H.NO 7-6/2, SANTOSH SADANGANESHNAGAR,  PEERZADIGUDA, HYDERABAD - 500098   ", 8367675467 ,,M Jaynee Rose Kumari
530,531, Telangana ,Rangareddy,Sadhana Society for the Mentally Handicapped,sadhanawelfare@gmail.com,"Plot No A-7/5,Road No-6,IDA,Nacharam, Plot No A-7/5, Road No-6, IDA, NacharamOpp: H.P.Petrol Pump, HYDERABAD - 500076   ", 9849098749 ,,P.Madhusudan Reddy
531,532, Telangana ,Mahbubnagar,Ecoclub Brahma Institute for Mentally Handicapped.,ecoclubindia@gmail.com,"8-3-22/A, Teachers Colony, MahabubnagarMunicipal park, MAHABUBNAGAR - 509001   ", 9440402005 ,,G Chandra Sekhar
532,533, Telangana ,Hanumakonda,Bannu Arogyada Seva Society Bannu Neuro Health and Rehabilitation Institute,CHARAN@BANNU.ORG,"2-7-187, Excise ColonySubedari Hanamkonda, Warangal - 506001   ", 9949075873 ,,Dr.Veeramalla Charanjit Reddy
533,534, Telangana ,Rangareddy,Shanthi Niketan Residential Institution for Mentally Handicapped,shanthiniketan.mr@gmail.com,"PLOT NO 10 and 13, NEAR PEDDAMMA TEMPLEGOUTHAMI NAGAR, VANASTHALIPURAM - 500070   ", 9246219975 ,"Vikaas,Badhte Kadam,Gharaunda",L. Baleeshwaraiah
534,535, Telangana ,Peddapalli,Manochaitanya Spl School and Vocational Centre for Mentally Handicapped run by Pamencap,krishna.gdk@gmail.com,"B-28, SECTOR-I, GODAVARIKHANIOPP: SINGARENI COMMUNITY HALL, GODAVARIKHANI - 505209   ", 9491141530 ,"Vikaas,Badhte Kadam,Gharaunda",Dandapanthula Krishna Kumar
535,536, Telangana ,Hyderabad,Swayamkrushi,swayamkrushimk@gmail.com,"17,, Sri Malani Housing Cooperative SocietyIndian Airlines Colony, Trimulgherry, Secunderabad - 500015   ", 9701441039 ,"Gharaunda,Vikaas Niramaya",Manjula Kalyan
536,537, Jammu & Kashmir ,Jammu,Disabled Care Foundation,disabledcarefoundation@yahoo.co.in,"5-A Small Plots,, Gandhi nagar,JammuOpp. Bata Showroom, Jammu - 180004   ", 9419122810 ,,Umesh Sharma
537,538, Jammu & Kashmir ,Samba,Muskan Foundation,GO4MUSKANFOUNDATION09419@GMAIL.COM,"VIJAYPUR, Canal Road 9VIJAYPUR, CANAL ROAD VIJAYPUR - 184120   ", 9419150607 ,"Vikaas,Badhte Kadam",Parveen Kumari
538,539, Jammu & Kashmir ,Srinagar,Voluntary Medicare Society,vmsjk1@gmail.com,"BEMINA BYE-PASS, BEMINA BYE-PASS SRINAGARSKIMS MEDICAL COLLEGE, Srinagar - 190018   ", 9419467621 ,Vikaas,Dr. Mir Mohammad Maqbool
